,DATE,Vms,Ta,RH,VPDhpa,SVWC30cm,Rn,PPFD,Rainfall,Month,Day,year,time,DOY,Cof,G,NEE,LE
10736,2019/8/12 15:30,1.3,36.9,38,38.7,19.9,539.2,1219,0,8,12,2019,15.5,224,315.5100677,26.21536345,-0.223879768,304.2514863
10737,2019/8/12 16:00,1,37.4,34,42.6,19.9,451.6,1081.7,0,8,12,2019,16,224,314.8341134,22.38203012,-0.204315405,306.1792155
10738,2019/8/12 16:30,1,37.8,32,44.7,19.9,365.3,911.2,0,8,12,2019,16.5,224,314.0743203,18.23938857,-0.184751041,308.1069447
10739,2019/8/12 17:00,1,37.5,32,44.1,19.9,281.4,739.1,0,8,12,2019,17,224,314.908077,14.4727219,-0.044497596,255.8391391
10740,2019/8/12 17:30,0.7,37.6,31,45.2,19.85,192.3,572.4,0,8,12,2019,17.5,224,315.1134237,19.9,-0.031099726,203.5713336
10741,2019/8/12 18:00,0.5,37.5,31,44.3,19.85,118.9,383.7,0,8,12,2019,18,224,314.9222283,9.215363455,-0.035003468,151.303528
10742,2019/8/12 18:30,0.3,37.3,38,40,19.85,15.5,153.5,0,8,12,2019,18.5,224,314.5936429,16.1,-0.020784978,99.03572245
10743,2019/8/12 19:00,0.2,35.2,46,31.2,19.85,-32.9,58.3,0,8,12,2019,19,224,317.3543705,16.1,0.113995984,46.76791689
10744,2019/8/12 19:30,0.5,31.6,58,19.7,19.85,-41.8,15.4,0,8,12,2019,19.5,224,323.2639176,16,0.248776945,-0.810473977
10745,2019/8/12 20:00,0.7,29.9,68,13.8,19.85,-40.2,0,0,8,12,2019,20,224,332.1884069,14.96666667,0.383557907,21.83057305
10746,2019/8/12 20:30,0.3,28.3,76,9.2,19.85,-38.4,0,0,8,12,2019,20.5,224,342.2182766,13.63333333,0.313735137,20.00631386
10747,2019/8/12 21:00,0.3,27.3,83,6.4,19.85,-35.7,0,0,8,12,2019,21,224,350.6069503,20.4272781,0.33575794,4.803775318
10748,2019/8/12 21:30,0.5,26.8,85,5.1,19.85,-33.4,0,0,8,12,2019,21.5,224,357.6580197,18.36061143,0.325605562,4.904545646
10749,2019/8/12 22:00,0.3,26.2,89,3.7,19.85,-33.4,0,0,8,12,2019,22,224,361.861672,7.833333333,0.319856907,4.981538792
10750,2019/8/12 22:30,0.4,26,89,3.7,19.8,-32.7,0,0,8,12,2019,22.5,224,366.2340202,14.35130321,0.312725967,5.145296488
10751,2019/8/12 23:00,0.3,25.6,92,2.8,19.8,-32.3,0,0,8,12,2019,23,224,367.2687967,4.166666667,0.308477063,5.395818734
10752,2019/8/12 23:30,0.3,25.1,96,1.1,19.75,-32.1,0,0,8,12,2019,23.5,224,377.1783802,11.0272781,0.304250673,5.553739807
10753,2019/8/13 0:00,0.4,25,96,1.2,19.75,-32.5,0,0,8,13,2019,0,225,372.9404695,1.1,0.300047017,5.822442818
10754,2019/8/13 0:30,0.3,24.6,100,0.1,19.75,-32.2,0,0,8,13,2019,0.5,225,379.237447,-0.1,0.298650889,5.891658708
10755,2019/8/13 1:00,0.7,24.1,100,0,19.75,-32.7,0,0,8,13,2019,1,225,397.6123657,-1.133333333,0.370011252,-9.959836719
10756,2019/8/13 1:30,0.4,24.5,100,0.1,19.75,-31.6,0,0,8,13,2019,1.5,225,390.6430991,6.50325299,0.29725732,5.946318171
10757,2019/8/13 2:00,0.4,24,100,0,19.75,-30.4,0,0,8,13,2019,2,225,403.0213229,-10.86991966,0.29032814,5.911833891
10758,2019/8/13 2:30,0.3,23.7,100,0,19.75,-29.7,0,0,8,13,2019,2.5,225,402.3216474,-3.266666667,0.287574665,6.060342513
10759,2019/8/13 3:00,0.5,23.6,100,0,19.75,-30.5,0,0,8,13,2019,3,225,397.3291867,-4.2,0.284831687,6.060342513
10760,2019/8/13 3:30,0.4,23.3,100,0,19.75,-30.1,0,0,8,13,2019,3.5,225,404.751499,-4.933333333,0.283464154,6.060342513
10761,2019/8/13 4:00,0.5,23.2,100,0,19.75,-28.5,0,0,8,13,2019,4,225,410.3143899,-5.666666667,0.464031482,-10.37756539
10762,2019/8/13 4:30,0.3,23,100,0,19.75,-27.4,0,0,8,13,2019,4.5,225,411.5234108,-6.366666667,0.279377482,-8.378179174
10763,2019/8/13 5:00,0.3,22.9,100,0,19.75,-24.1,0,0,8,13,2019,5,225,410.2192503,-7,0.278020593,-6.378792958
10764,2019/8/13 5:30,0.3,22.8,100,0,19.75,-20.5,0,0,8,13,2019,5.5,225,411.9308973,-16.02186943,0.276666385,-4.379406742
10765,2019/8/13 6:00,0.2,22.6,100,0,19.75,-16.6,0,0,8,13,2019,6,225,416.4265859,-8.2,0.275314867,-2.380020526
10766,2019/8/13 6:30,0.3,22.7,100,0,19.75,-14.7,10.2,0,8,13,2019,6.5,225,414.6934574,-8.6,0.197861917,-0.38063431
10767,2019/8/13 7:00,0.3,22.6,100,0,19.75,18.6,66.7,0,8,13,2019,7,225,421.5213636,-8.8,0.070302957,6.411484286
10768,2019/8/13 7:30,0.7,23.4,100,0,19.75,82.3,180.7,0,8,13,2019,7.5,225,418.4215646,-8.733333333,-0.087491162,78.95268463
10769,2019/8/13 8:00,0.6,24.5,99,0.4,19.75,144.6,311.4,0,8,13,2019,8,225,405.5742603,-7.8,-0.365247973,122.4410136
10770,2019/8/13 8:30,0.7,26.2,92,2.7,19.75,241,472.2,0,8,13,2019,8.5,225,392.1456324,-5.866666667,-0.409465191,156.0761219
10771,2019/8/13 9:00,0.9,26.9,91,3.1,19.75,334.8,649.8,0,8,13,2019,9,225,388.9655577,5.497844323,-0.453682409,189.7112301
10772,2019/8/13 9:30,0.9,28.3,86,5.6,19.75,424.5,818.8,0,8,13,2019,9.5,225,364.4303388,1.3,-0.653754833,223.3463384
10773,2019/8/13 10:00,0.7,30,81,8.3,19.75,513.6,989,0,8,13,2019,10,225,348.2232178,6,-0.853827258,256.9814466
10774,2019/8/13 10:30,0.7,31.5,75,11.9,19.7,599.6,1132.6,0,8,13,2019,10.5,225,335.4867316,1.939388566,-1.053899682,290.6165549
10775,2019/8/13 11:00,0.9,32.6,69,15.2,19.7,671.7,1263.8,0,8,13,2019,11,225,329.2648375,16.06666667,-0.408889793,381.7340976
10776,2019/8/13 11:30,1.1,33.4,63,19.3,19.7,713,1379.3,0,8,13,2019,11.5,225,323.2698734,21.56666667,-0.418103199,378.7536798
10777,2019/8/13 12:00,1,34.3,58,23,19.7,782.3,1472.4,0,8,13,2019,12,225,320.4992196,63.68571507,-0.424635507,375.7732619
10778,2019/8/13 12:30,0.9,34.4,56,24.3,19.7,720.7,1403.3,0,8,13,2019,12.5,225,318.807527,48.05281232,-0.419857104,436.2736643
10779,2019/8/13 13:00,0.9,34.9,54,26.1,19.7,808.8,1501.4,0,8,13,2019,13,225,317.2223255,40.3,-0.426529224,496.7740668
10780,2019/8/13 13:30,1.1,35.6,49,29.7,19.7,742.8,1444.1,0,8,13,2019,13.5,225,317.2668156,42.8,-0.27568052,557.2744692
10781,2019/8/13 14:00,1,35.4,48,30.1,19.65,545.6,1092.6,0,8,13,2019,14,225,316.970198,33.26580412,-0.179511802,385.3750151
10782,2019/8/13 14:30,0.8,35.4,48,30.1,19.65,572.4,1191.4,0,8,13,2019,14.5,225,316.164235,29.03247079,-0.269542614,213.4755609
10783,2019/8/13 15:00,0.9,36.1,45,32.9,19.65,618.4,1309.1,0,8,13,2019,15,225,315.5916668,25.14177901,-0.170747478,212.5306296
10784,2019/8/13 15:30,0.7,36.5,45,34,19.65,521.8,1162.7,0,8,13,2019,15.5,225,314.252688,31.53333333,-0.165405735,222.4726676
10785,2019/8/13 16:00,0.8,36.5,44,34.2,19.65,401.2,949.9,0,8,13,2019,16,225,314.3154017,21.64177901,-0.270780497,355.2682989
10786,2019/8/13 16:30,0.8,37,42,36.2,19.55,358.2,874.8,0,8,13,2019,16.5,225,314.17735,19.55108723,-0.137593786,289.2399012
10787,2019/8/13 17:00,0.8,36.7,41,36.8,19.55,282.1,719.3,0,8,13,2019,17,225,315.1117439,25.83333333,-0.096259124,223.2115034
10788,2019/8/13 17:30,1,36.5,43,35.2,19.55,189.9,544.8,0,8,13,2019,17.5,225,314.5991915,15.5177539,-0.123062713,157.1831057
10789,2019/8/13 18:00,1.1,36.1,45,33.4,19.55,114,360.8,0,8,13,2019,18,225,314.4139518,22.36666667,-0.092634141,91.15470792
10790,2019/8/13 18:30,0.7,35.8,47,31.4,19.55,11.6,151.1,0,8,13,2019,18.5,225,315.4649667,21.6,-0.054932162,57.95437353
10791,2019/8/13 19:00,0.2,35,50,28.2,19.55,-26.2,60.3,0,8,13,2019,19,225,316.8476212,12.89372879,0.082491823,24.75403914
10792,2019/8/13 19:30,0.2,32.4,63,18.2,19.55,-38,14.2,0,8,13,2019,19.5,225,322.0623287,20.33333333,0.187101926,3.453502217
10793,2019/8/13 20:00,0.5,30,76,10.4,19.55,-37.3,0,0,8,13,2019,20,225,332.6006784,27.20627121,0.369910624,6.060342513
10794,2019/8/13 20:30,0.3,29.3,79,8.4,19.5,-35.5,0,0,8,13,2019,20.5,225,336.9292492,17.2,0.359390764,6.177435589
10795,2019/8/13 21:00,0.4,28.4,84,6.3,19.5,-31.9,0,0,8,13,2019,21,225,343.3997075,23.81557943,0.348979594,6.258632376
10796,2019/8/13 21:30,0.3,28,86,5.5,19.5,-21.6,0,0,8,13,2019,21.5,225,350.1598096,13.66666667,0.338679864,6.25032284
10797,2019/8/13 22:00,0.4,27.4,92,3,19.5,-16.2,0,0,8,13,2019,22,225,368.3073401,20.11557943,0.332845404,6.455927056
10798,2019/8/13 22:30,1,27.6,88,4.5,19.5,-10.6,0,0,8,13,2019,22.5,225,356.8994992,18.61557943,0.183993537,23.1672423
10799,2019/8/13 23:00,0.4,27.6,89,4.2,19.5,-20.1,0,0,8,13,2019,23,225,363.4928398,17.71557943,0.334300495,29.7964104
10800,2019/8/13 23:30,0.4,27.2,91,3.3,19.45,-23.4,0,0,8,13,2019,23.5,225,366.5558353,8.7,0.329942321,31.61778402
10801,2019/8/14 0:00,0.7,26.7,95,1.8,19.45,-18.2,0,0,8,14,2019,0,226,376.2252028,16.15822099,0.327048755,33.43915763
10802,2019/8/14 0:30,0.6,26.9,93,2.6,19.45,-21.9,0,0,8,14,2019,0.5,226,375.4383797,7.033333333,0.327048755,-24.67299711
10803,2019/8/14 1:00,0.5,26.7,94,2.3,19.45,-17,0,0,8,14,2019,1,226,375.7944532,6.333333333,0.325605562,-1.678223822
10804,2019/8/14 1:30,0.7,26.1,97,1,19.45,-24.3,0,0,8,14,2019,1.5,226,380.6369507,5.766666667,0.324164772,-26.53894047
10805,2019/8/14 2:00,0.7,26.1,94,1.9,19.45,-24.8,0,0,8,14,2019,2,226,369.7135122,5.066666667,0.278606372,-0.844918842
10806,2019/8/14 2:30,0.7,25.6,95,1.7,19.45,-27.2,0,0,8,14,2019,2.5,226,361.7605258,4.166666667,0.317239829,-17.28436552
10807,2019/8/14 3:00,0.4,25.2,98,0.6,19.45,-28,0,0,8,14,2019,3,226,373.2215105,2.866666667,0.355873287,-20.00105354
10808,2019/8/14 3:30,0.6,25,99,0.5,19.45,-27,0,0,8,14,2019,3.5,226,368.6307841,1.466666667,0.394506744,-22.71774156
10809,2019/8/14 4:00,0.5,24.5,100,0.1,19.45,-29.4,0,0,8,14,2019,4,226,371.4890437,0.266666667,0.433140202,-25.43442958
10810,2019/8/14 4:30,0.6,24.2,100,0,19.45,-32,0,0,8,14,2019,4.5,226,373.1570151,-0.966666667,0.471773659,3.887240565
10811,2019/8/14 5:00,0.7,24.1,100,0,19.45,-32.8,0,0,8,14,2019,5,226,360.6445574,-2.1,0.254120264,9.737893186
10812,2019/8/14 5:30,0.4,23.8,100,0,19.45,-32.8,0,0,8,14,2019,5.5,226,364.6314605,-3.3,0.29032814,-13.99322291
10813,2019/8/14 6:00,0.5,23.6,100,0,19.45,-32.7,0,0,8,14,2019,6,226,369.760802,-12.8435041,0.28620186,-13.21119014
10814,2019/8/14 6:30,0.6,23.4,100,0,19.45,-26.9,10.9,0,8,14,2019,6.5,226,380.1481705,-5.5,0.195955978,-12.42915737
10815,2019/8/14 7:00,0.4,23.4,100,0,19.45,3.7,66.3,0,8,14,2019,7,226,383.3337937,-6.3,0.071050752,9.49358357
10816,2019/8/14 7:30,0.3,24.3,99,0.3,19.45,62.7,168.3,0,8,14,2019,7.5,226,381.1777548,-6.533333333,-0.074399368,82.11657901
10817,2019/8/14 8:00,0.7,25.1,97,1.1,19.45,144,300.5,0,8,14,2019,8,226,369.8232103,-6,-0.184140634,123.224585
10818,2019/8/14 8:30,0.6,25.7,93,2.4,19.4,233.9,457.4,0,8,14,2019,8.5,226,358.8373127,3.91947899,-0.35934808,157.4976084
10819,2019/8/14 9:00,1.2,26.3,90,3.4,19.4,298.6,596.2,0,8,14,2019,9,226,350.5647,-2.066666667,-0.462465984,191.7706317
10820,2019/8/14 9:30,1.1,26.9,87,4.7,19.4,396.6,758.2,0,8,14,2019,9.5,226,347.2256012,9.100862545,-0.818008128,199.0609537
10821,2019/8/14 10:00,1,27.6,84,5.9,19.4,495.7,940.6,0,8,14,2019,10,226,346.8153659,-4.667529212,-0.63090944,206.3512756
10822,2019/8/14 10:30,1.2,28.3,82,6.8,19.4,588.5,1096.5,0,8,14,2019,10.5,226,344.9265221,6.333333333,-0.549974758,209.952851
10823,2019/8/14 11:00,1.2,29,78,9,19.4,675.5,1235.6,0,8,14,2019,11,226,341.2147551,18.51557943,-0.490400535,213.5544264
10824,2019/8/14 11:30,0.8,30.4,72,12.3,19.4,758.9,1364.6,0,8,14,2019,11.5,226,335.8955925,14.73333333,-0.646674681,321.4130047
10825,2019/8/14 12:00,1.1,31.2,67,15.3,19.4,813.7,1458.4,0,8,14,2019,12,226,330.6441832,48.1404483,-0.674364858,324.6400015
10826,2019/8/14 12:30,0.9,31.7,62,17.7,19.4,814.7,1496,0,8,14,2019,12.5,226,327.0439978,49.36751042,-0.598419,327.8669982
10827,2019/8/14 13:00,0.7,32.5,60,19.8,19.35,808,1541.3,0,8,14,2019,13,226,325.9408572,33.16666667,-0.741140002,331.093995
10828,2019/8/14 13:30,1.1,33.2,58,21.5,19.3,823.7,1547.9,0,8,14,2019,13.5,226,322.829961,25.15888634,-0.696240551,354.0201755
10829,2019/8/14 14:00,1.3,33.7,55,23.8,19.3,813.9,1545.2,0,8,14,2019,14,226,321.4191058,24.55888634,-0.365047994,355.13022
10830,2019/8/14 14:30,1.2,34.1,51,26.5,19.3,713.9,1428.6,0,8,14,2019,14.5,226,319.879158,14.51777269,-0.426766729,321.4786646
10831,2019/8/14 15:00,1.3,34.6,47,29.4,19.3,624.6,1315.5,0,8,14,2019,15,226,318.6529315,20.3015279,-0.328345071,408.6944837
10832,2019/8/14 15:30,1.8,34.6,44,30.9,19.3,527.2,1180.4,0,8,14,2019,15.5,226,319.2724332,17.9015279,-0.220085737,330.1422391
10833,2019/8/14 16:00,1.6,34.8,42,32.2,19.25,440.4,1036.7,0,8,14,2019,16,226,317.7824731,14.83486123,-0.291376261,251.5899944
10834,2019/8/14 16:30,1.6,34.7,43,32,19.25,358,871.4,0,8,14,2019,16.5,226,317.255464,12.23486123,-0.133676926,209.9344195
10835,2019/8/14 17:00,1.4,34.7,44,31.2,19.25,280,715.9,0,8,14,2019,17,226,316.0713861,9.810836122,-0.151933169,168.2788446
10836,2019/8/14 17:30,1.3,34.6,42,31.8,19.25,187.9,543.2,0,8,14,2019,17.5,226,316.1036592,16.23333333,-0.019636898,126.6232697
10837,2019/8/14 18:00,1.1,34.3,44,30.7,19.25,102.8,357.2,0,8,14,2019,18,226,316.2869136,6.468194566,-0.071587693,84.96769474
10838,2019/8/14 18:30,0.8,34,46,28.7,19.2,-5.4,144.9,0,8,14,2019,18.5,226,316.529013,13.33333333,-0.037258827,43.31211983
10839,2019/8/14 19:00,0.4,33.2,50,25.8,19.2,-28.6,60.3,0,8,14,2019,19,226,317.94954,12.43333333,0.082491823,24.59870357
10840,2019/8/14 19:30,0.6,30.9,59,18.3,19.2,-40.5,13.4,0,8,14,2019,19.5,226,322.7063661,11.86666667,0.189228733,3.114792963
10841,2019/8/14 20:00,0.7,29.4,68,13.4,19.2,-42.6,0,0,8,14,2019,20,226,329.8256978,11.26666667,0.354915365,6.687773671
10842,2019/8/14 20:30,0.2,27.9,76,8.9,19.15,-43.9,0,0,8,14,2019,20.5,226,340.4311389,10.06666667,0.338679864,6.687773671
10843,2019/8/14 21:00,0.4,26.8,83,6.1,19.15,-47.1,0,0,8,14,2019,21,226,347.4312025,7.866666667,0.324164772,6.687773671
10844,2019/8/14 21:30,0.4,26.1,86,4.8,19.15,-44.9,0,0,8,14,2019,21.5,226,351.6332768,13.62249721,0.314147233,6.687773671
10845,2019/8/14 22:00,0.4,25.5,89,3.7,19.15,-41.9,0,0,8,14,2019,22,226,354.6691914,2.966666667,0.307065754,6.687773671
10846,2019/8/14 22:30,0.3,24.9,94,1.9,19.15,-40.4,0,0,8,14,2019,22.5,226,363.3152867,0.533333333,0.301445696,6.687773671
10847,2019/8/14 23:00,0.3,24.3,98,0.7,19.15,-38.7,0,0,8,14,2019,23,226,368.3280581,6.798472101,0.295866317,6.687773671
10848,2019/8/14 23:30,0.5,24.2,98,0.5,19.15,-38.9,0,0,8,14,2019,23.5,226,371.3637181,-3.033333333,0.293092045,-8.925968406
10849,2019/8/15 0:00,0.3,23.6,100,0,19.15,-38.9,0,0,8,15,2019,0,227,377.6990772,-4.433333333,0.288950094,-13.49077115
10850,2019/8/15 0:30,0.4,23.4,100,0,19.15,-38.1,0,0,8,15,2019,0.5,227,380.7595275,-5.9,0.283464154,-18.0555739
10851,2019/8/15 1:00,0.3,23.1,100,0,19.15,-37.1,0,0,8,15,2019,1,227,385.7684302,-7.166666667,0.279377482,-22.62037665
10852,2019/8/15 1:30,0.5,22.7,100,0,19.15,-34.8,0,0,8,15,2019,1.5,227,392.1868647,-8.4,0.212249415,-27.1851794
10853,2019/8/15 2:00,0.3,22.6,100,0,19.1,-28.9,0,0,8,15,2019,2,227,398.3681883,-9.466666667,0.238199366,-18.90947335
10854,2019/8/15 2:30,0.2,22.3,100,0,19.1,-23.9,0,0,8,15,2019,2.5,227,404.3922186,-10.46666667,0.264149316,-10.6337673
10855,2019/8/15 3:00,0.4,22.3,100,0,19.1,-15.6,0,0,8,15,2019,3,227,403.0324709,-11.33333333,0.290099267,-2.358061248
10856,2019/8/15 3:30,0.4,22.2,100,0,19.1,-14,0,0,8,15,2019,3.5,227,408.9196712,-11.93333333,0.271276531,-20.84686681
10857,2019/8/15 4:00,0.3,22.3,100,0,19.1,-7.4,0,0,8,15,2019,4,227,415.3367822,-12.03333333,0.272619932,4.805527685
10858,2019/8/15 4:30,0.4,22.2,100,0,19.1,-6.9,0,0,8,15,2019,4.5,227,417.2751556,-11.86666667,0.272619932,4.614219882
10859,2019/8/15 5:00,0.4,22.3,100,0,19.1,-7,0,0,8,15,2019,5,227,412.3411836,-19.9597301,0.271276531,4.436599636
10860,2019/8/15 5:30,0.3,22.3,100,0,19.1,-7.1,0,0,8,15,2019,5.5,227,421.2071333,-11.63333333,0.272619932,4.272666948
10861,2019/8/15 6:00,0.2,22.2,100,0,19.1,-7.3,0,0,8,15,2019,6,227,419.7303064,-11.4,0.272619932,4.218352453
10862,2019/8/15 6:30,0.2,22.3,100,0,19.1,-4.9,4.9,0,8,15,2019,6.5,227,424.3604324,-19.52639677,0.212619491,3.799980927
10863,2019/8/15 7:00,0.2,22.5,100,0,19.1,12.1,38,0,8,15,2019,7,227,421.8524433,-11.13333333,0.129053104,10.63331382
10864,2019/8/15 7:30,0.2,22.7,100,0,19.1,38.9,95.9,0,8,15,2019,7.5,227,423.3127772,-10.6,0.020254466,41.20370039
10865,2019/8/15 8:00,0.3,23.1,100,0,19.1,72,185.5,0,8,15,2019,8,227,418.6677363,-9.666666667,-0.092363281,34.68744362
10866,2019/8/15 8:30,0.6,24.8,95,1.5,19.1,239.1,480.3,0,8,15,2019,8.5,227,395.6202886,-8.466666667,-0.270489287,92.37786961
10867,2019/8/15 9:00,1,25.5,93,2.4,19.1,326.6,643.1,0,8,15,2019,9,227,383.3765531,-6.066666667,-0.319012678,150.0682956
10868,2019/8/15 9:30,1.4,26.8,88,4.2,19.1,410.4,800.4,0,8,15,2019,9.5,227,376.8451117,5.517088545,-0.620215522,249.5732371
10869,2019/8/15 10:00,1.3,27.9,83,6.5,19.1,415.5,812.2,0,8,15,2019,10,227,361.5906591,1,-0.586951975,292.5600717
10870,2019/8/15 10:30,1.2,28.8,74,10.2,19.05,548.5,1047.9,0,8,15,2019,10.5,227,346.1332523,-3.441113656,-0.553688428,276.6921404
10871,2019/8/15 11:00,1,30.3,68,13.9,19.05,666.6,1244.9,0,8,15,2019,11,227,338.6613596,17.63180543,-1.013367215,260.824209
10872,2019/8/15 11:30,1,31.3,65,16.1,19.05,717.5,1336.7,0,8,15,2019,11.5,227,334.6963452,16.7,-0.414286261,278.4693101
10873,2019/8/15 12:00,1.1,31.9,61,18.7,19.05,794.9,1426.1,0,8,15,2019,12,227,329.6101702,51.16120164,-0.446627596,272.8129429
10874,2019/8/15 12:30,1,32.8,55,22.5,19.05,732.8,1360.3,0,8,15,2019,12.5,227,323.9812568,52.49996242,-0.538610968,267.1565756
10875,2019/8/15 13:00,0.9,33.4,52,24.8,19.05,581.8,1120.2,0,8,15,2019,13,227,321.9800679,26.54266034,-0.56126143,331.7031262
10876,2019/8/15 13:30,0.9,33.8,49,26.9,19.05,714.6,1372.3,0,8,15,2019,13.5,227,320.5823967,24.77599368,-0.458785849,263.9295322
10877,2019/8/15 14:00,0.8,34.4,48,28.4,19.05,703.9,1367.1,0,8,15,2019,14,227,318.1878726,22.04266034,-0.239516478,295.7751294
10878,2019/8/15 14:30,1.3,34.5,44,30.6,18.95,575.9,1189.2,0,8,15,2019,14.5,227,318.3527506,20.31863523,-0.202223076,267.4215912
10879,2019/8/15 15:00,1,35.1,42,32.6,18.95,598.7,1265.8,0,8,15,2019,15,227,316.6091868,9.170603799,-0.367220725,200.9998532
10880,2019/8/15 15:30,1.2,35.1,43,32.2,18.95,530.5,1163.3,0,8,15,2019,15.5,227,315.3347543,14.95196857,-0.282848909,214.2580637
10881,2019/8/15 16:00,1.3,35.3,43,32.6,18.95,428.4,960.7,0,8,15,2019,16,227,314.7169833,22.16666667,-0.214680447,290.1984881
10882,2019/8/15 16:30,0.9,33.9,49,26.9,18.95,85.3,245.1,0,8,15,2019,16.5,227,314.7559758,13.22794345,-0.047324763,66.92293464
10883,2019/8/15 17:00,1,32.5,57,21.2,18.9,25.2,106.2,0,8,15,2019,17,227,316.3786426,19.7,0.004504783,37.13209094
10884,2019/8/15 17:30,1.1,31.1,66,15.6,18.9,78.3,209.6,0,8,15,2019,17.5,227,318.7686872,17.73333333,-0.056027699,59.22053979
10885,2019/8/15 18:00,1.3,31,61,17.4,18.9,134.7,369.3,0,8,15,2019,18,227,318.9720996,16.86666667,-0.102693141,110.8557594
10886,2019/8/15 18:30,1,30.5,59,17.8,18.9,4.3,149.4,0,8,15,2019,18.5,227,319.7633514,15.26666667,-0.072657581,29.32524542
10887,2019/8/15 19:00,0.8,29.9,58,17.8,18.9,-20.6,61,0,8,15,2019,19,227,320.888737,20.12941499,-0.01128859,9.684901812
10888,2019/8/15 19:30,1,29,62,15.4,18.9,-38.1,12.4,0,8,15,2019,19.5,227,323.2113338,8.566666667,0.197157665,1.130889755
10889,2019/8/15 20:00,0.9,27.7,67,12.2,18.85,-41.1,0,0,8,15,2019,20,227,327.5861763,14.50538988,0.40560392,-7.423122303
10890,2019/8/15 20:30,0.6,27.1,70,10.8,18.85,-36.1,0,0,8,15,2019,20.5,227,330.6991086,5.1,0.32674954,-15.97713436
10891,2019/8/15 21:00,0.7,26.7,72,9.7,18.85,-34.8,0,0,8,15,2019,21,227,333.3537013,3.6,0.247895159,31.47416783
10892,2019/8/15 21:30,0.7,26.2,77,7.8,18.85,-35.5,0,0,8,15,2019,21.5,227,336.1909375,2.033333333,0.158942354,15.43827496
10893,2019/8/15 22:00,0.5,25.7,82,6.1,18.85,-33.4,0,0,8,15,2019,22,227,339.8802558,8.872056545,0.273548116,20.99366444
10894,2019/8/15 22:30,0.6,25.3,84,5.1,18.85,-32.8,0,0,8,15,2019,22.5,227,344.3105837,-8.814698101,0.51811453,29.24646509
10895,2019/8/15 23:00,0.7,25.1,85,4.9,18.8,-33.3,0,0,8,15,2019,23,227,344.0731674,6.248031434,0.243252142,4.953584255
10896,2019/8/15 23:30,0.4,24.7,88,3.8,18.8,-29.8,0,0,8,15,2019,23.5,227,349.7536975,-3.033333333,0.502217779,26.93582069
10897,2019/8/16 0:00,0.5,24.3,90,3.1,18.8,-30.8,0,0,8,16,2019,0,228,354.9124616,-12.4146981,0.433684778,16.43356368
10898,2019/8/16 0:30,0.3,23.9,93,2.1,18.8,-32.3,0,0,8,16,2019,0.5,228,359.6939252,-5.566666667,0.395923493,13.9312791
10899,2019/8/16 1:00,0.4,23.7,95,1.6,18.8,-32.8,0,0,8,16,2019,1,228,358.5586133,-6.733333333,0.358162208,11.42899451
10900,2019/8/16 1:30,0.6,23,100,0,18.8,-32.1,0,0,8,16,2019,1.5,228,371.2148239,-7.766666667,0.320400923,8.92670993
10901,2019/8/16 2:00,0.5,23.1,98,0.4,18.8,-31.3,0,0,8,16,2019,2,228,368.9987183,-8.6,0.512993869,6.135377141
10902,2019/8/16 2:30,0.5,22.6,100,0,18.8,-30.9,0,0,8,16,2019,2.5,228,376.0737634,-9.4,0.705586815,3.344044352
10903,2019/8/16 3:00,0.4,22.6,100,0,18.8,-30.2,0,0,8,16,2019,3,228,374.6302278,-18.65733966,0.271276531,4.531941229
10904,2019/8/16 3:30,0.3,22.2,100,0,18.8,-30.5,0,0,8,16,2019,3.5,228,383.4945994,-11.23333333,0.269935852,4.366225725
10905,2019/8/16 4:00,0.3,22.3,100,0,18.8,-28.9,0,0,8,16,2019,4,228,377.7645907,-11.86666667,0.267262693,4.179373095
10906,2019/8/16 4:30,0.4,22.2,100,0,18.8,-27.5,0,0,8,16,2019,4.5,228,381.5841214,-12.36666667,0.265930229,3.971383338
10907,2019/8/16 5:00,0.2,21.8,100,0,18.75,-26.5,0,0,8,16,2019,5,228,393.1506301,-12.8,0.264600519,3.769922349
10908,2019/8/16 5:30,0.3,21.7,100,0,18.75,-23.6,0,0,8,16,2019,5.5,228,391.7670085,-21.39998121,0.261949396,-11.16934774
10909,2019/8/16 6:00,0.3,21.6,100,0,18.75,-20.7,0,0,8,16,2019,6,228,395.9995743,-13.76666667,0.260627999,-11.14364909
10910,2019/8/16 6:30,0.5,21.6,100,0,18.8,-14.6,10.4,0,8,16,2019,6.5,228,397.8300821,-14.2,0.197316356,-11.11795043
10911,2019/8/16 7:00,0.2,21.7,100,0,18.8,17.3,65.9,0,8,16,2019,7,228,398.6273406,-14.26666667,-0.134886226,6.58962836
10912,2019/8/16 7:30,0.3,22.9,99,0.3,18.8,77.3,175.9,0,8,16,2019,7.5,228,396.6411683,-13.9,-0.036938882,43.08697456
10913,2019/8/16 8:00,0.6,23.7,98,0.6,18.8,143.7,313.2,0,8,16,2019,8,228,391.641072,-12.6,-0.232781005,75.14194091
10914,2019/8/16 8:30,0.6,24.5,94,1.9,18.8,237.3,469.3,0,8,16,2019,8.5,228,371.1371444,-10.43333333,-0.428623127,107.1969073
10915,2019/8/16 9:00,0.8,25.4,90,3.2,18.8,327.4,643.4,0,8,16,2019,9,228,363.0890693,-7.566666667,-0.62446525,139.2518736
